City,State,County
Effingham,ks,atchison
Franklin,wv,pendleton
Hatley,ms,monroe
Kapalua,hi,maui
Normangee,tx,leon
Normangee,tx,madison
Rankin,il,vermilion
Red Creek,ny,wayne
Sprague,wa,lincoln
Stockton,nj,hunterdon
Thompson,ia,winnebago
Traskwood,ar,saline
Canute,ok,washita
Dupree,sd,ziebach
Grantsville,wv,calhoun
Hewlett Bay Park,ny,nassau
Matthews,in,grant
Portland,pa,northampton
Prairie Farm,wi,barron
Rose Bud,ar,white
Talco,tx,titus
Washington,ma,berkshire
De Beque,co,mesa
Doyle,tn,white
Franklin,mn,renville
Loch Lynn Heights,md,garrett
Pine Haven,wy,crook
Fort Towson,ok,choctaw
Grey Forest,tx,bexar
Houston Acres,ky,jefferson
Lafayette,mn,nicollet
Marshall,ak,kusilvak
Riverwood,ky,jefferson
Urbanna,va,middlesex
Chapman,me,aroostook
Chatham,la,jackson
Mer Rouge,la,morehouse
Rushsylvania,oh,logan
Berthold,nd,ward
Farragut,ia,fremont
Green Lane,pa,montgomery
Huntington,ar,sebastian
Jenkins,mn,crow wing
Wellsburg,ny,chemung
Natchez,la,natchitoches
Sidell,il,vermilion
South Bethlehem,pa,armstrong
St Cloud,wi,fond du lac
Stewart,mn,mcleod
Corning,oh,perry
Dean,tx,clay
Fithian,il,vermilion
Isle La Motte,vt,grand isle
Kiester,mn,faribault
Manokotak,ak,dillingham
Midland,md,allegany
Wyandotte,ok,ottawa
Alma Center,wi,jackson
Avoca,ar,benton
Cowen,wv,webster
Cromwell,in,noble
Ellendale,de,sussex
Gilmore City,ia,humboldt
Gilmore City,ia,pocahontas
University Park,ia,mahaska
Upsala,mn,morrison
Alford,ma,berkshire
Big Sandy,tn,benton
Castleberry,al,conecuh
Cheriton,va,northampton
Morris,ny,otsego
Stuart,ne,holt
Thompsonville,il,franklin
Tropic,ut,garfield
Centralia,ks,nemaha
Dow City,ia,crawford
Hamersville,oh,brown
Naturita,co,montrose
Roper,nc,washington
Tignall,ga,wilkes
Tower Hill,il,shelby
Warner,sd,brown
Alford,fl,jackson
Allenport,pa,washington
Bancroft,mi,shiawassee
Branson West,mo,stone
Corwin,oh,warren
Emery,sd,hanson
Haysi,va,dickenson
Kendall,wi,monroe
Markleville,in,madison
Myrtle,ms,union
Ripley,me,somerset
Rolette,nd,rolette
Taylor,wi,jackson
Tull,ar,grant
Alexandria,oh,licking
Big Wells,tx,dimmit
Hulbert,ok,cherokee
North Courtland,al,lawrence
Pratt,wv,kanawha
Sharon Springs,ny,schoharie
Stockport,oh,morgan
Vienna,la,lincoln
Alex,ok,grady
Amalga,ut,cache
Austin,pa,potter
Buda,il,bureau
Dearborn,mo,buchanan
Dearborn,mo,platte
Forestville,wi,door
Sky Valley,ga,rabun
Star Harbor,tx,henderson
Whiting,me,washington
Alapaha,ga,berrien
Chadwick,il,carroll
Drakesboro,ky,muhlenberg
Garwin,ia,tama
Sulphur Springs,ar,benton
Unionville,mi,tuscola
Argusville,nd,cass
Cobb,wi,iowa
Hoboken,ga,brantley
La Harpe,ks,allen
Menlo,ga,chattooga
Murray,ne,cass
Seven Valleys,pa,york
Sterling,ne,johnson
Briarcliffe Acres,sc,horry
Crawfordville,ga,taliaferro
Grand Tower,il,jackson
Hammon,ok,custer
Hammon,ok,roger mills
Orangeville,pa,columbia
Pennock,mn,kandiyohi
River Falls,al,covington
San Jose,il,mason
San Jose,il,logan
Saxtons River,vt,windham
Summerhill,pa,cambria
Towner,nd,mchenry
Denver,in,miami
Hutsonville,il,crawford
Knapp,wi,dunn
Monroe,pa,bradford
Rosholt,wi,portage
Stark,nh,coos
Arrowsic,me,sagadahoc
Hawthorn,pa,clarion
Latimer,ia,franklin
Berlin,al,cullman
Bethel,mn,anoka
Cedar Vale,ks,chautauqua
Columbia Falls,me,washington
Fawn Grove,pa,york
Fruitvale,tx,van zandt
Gilt Edge,tn,tipton
Maynard,ia,fayette
McKean,pa,erie
Oak Grove,il,rock island
Thorne Bay,ak,prince of wales-hyder
Ulen,mn,clay
Bayview,tx,cameron
Beverly Hills,mo,st. louis
Chapin,il,morgan
Fountain Lake,ar,garland
Freeman,mo,cass
Gas,ks,allen
Jefferson,sd,union
La Paz,in,marshall
Lake,ms,scott
Lake,ms,newton
Liverpool,tx,brazoria
Moscow,me,somerset
Murdo,sd,jones
Panama,ny,chautauqua
Paradise,tx,wise
Smiley,tx,gonzales
Beverly Beach,fl,flagler
Glenwood,ut,sevier
Irvington,va,lancaster
Spring Bay,il,woodford
Sterling,mi,arenac
Alba,tx,wood
Alba,tx,rains
Lime Springs,ia,howard
Salesville,ar,baxter
Waubay,sd,day
Allenhurst,nj,monmouth
Cayuga,ny,cayuga
Clearview,wv,ohio
Covington,ok,garfield
Eolia,mo,pike
Galena,ak,yukon-koyukuk
Hanover,mi,jackson
Hopkins,mo,nodaway
Lane,sc,williamsburg
Little River,ks,rice
Lovilia,ia,monroe
Mariaville,me,hancock
Presho,sd,lyman
Russell,ia,lucas
Secretary,md,dorchester
Staunton,in,clay
Altura,mn,winona
Bryant,sd,hamlin
Corbin City,nj,atlantic
Dumas,ms,tippah
Ephesus,ga,heard
Holt,mo,clay
Holt,mo,clinton
Ketchum,ok,craig
Ketchum,ok,delaware
Ketchum,ok,mayes
Kirkersville,oh,licking
Macksville,ks,stafford
Mount Blanchard,oh,hancock
Shoshoni,wy,fremont
Tolland,ma,hampden
Bowdle,sd,edmunds
Courtland,ms,panola
Gordon,tx,palo pinto
Mineral,va,louisa
Ashby,mn,grant
Dix,il,jefferson
Gadsden,tn,crockett
Loganton,pa,clinton
Nome,tx,jefferson
Roxie,ms,franklin
St Francis,sd,todd
Buffalo Springs,tx,lubbock
Canton,ok,blaine
Cheneyville,la,rapides
Green Ridge,mo,pettis
Lenzburg,il,st. clair
Montrose,sd,mccook
Mosier,or,wasco
Olustee,ok,jackson
Pippa Passes,ky,knott
Cherry Valley,ny,otsego
Emden,il,logan
Pierce,id,clearwater
Plainview,ar,yell
Randolph,ut,rich
Tremont,ms,itawamba
Waldo,wi,sheboygan
Clayhatchee,al,dale
Idaho City,id,boise
McGuffey,oh,hardin
Moran,ks,allen
Norway,ia,benton
Randolph,mn,dakota
Thornburg,pa,allegheny
Ullin,il,pulaski
Avon,al,houston
Carsonville,mi,sanilac
Cedar Creek,ne,cass
Chrisney,in,spencer
Humeston,ia,wayne
Norfork,ar,baxter
North Fairfield,oh,huron
Ohio,il,bureau
Tijeras,nm,bernalillo
Warm Springs,ga,meriwether
Barton,md,allegany
Bell City,mo,stoddard
Bowen,il,hancock
Clearbrook,mn,clearwater
Jerome,az,yavapai
New Germany,mn,carver
North Salem,in,hendricks
Plantersville,tx,grimes
Poland,ny,herkimer
Ravia,ok,johnston
Tovey,il,christian
Altona,il,knox
Gettysburg,oh,darke
Glen St Mary,fl,baker
Humphrey,ar,jefferson
Humphrey,ar,arkansas
McIntosh,fl,marion
Odum,ga,wayne
Urich,mo,henry
Akiak,ak,bethel
Ashley,il,washington
Crawfordsville,ar,crittenden
Fessenden,nd,wells
Oakland,ms,yalobusha
Rothbury,mi,oceana
Sharon,sc,york
Wibaux,mt,wibaux
Williamsburg,nm,sierra
Central City,ar,sebastian
Ducktown,tn,polk
Greensboro,fl,gadsden
Hayesville,nc,clay
Mechanicsville,pa,schuylkill
Mount Vernon,sd,davison
Topsail Beach,nc,pender
Winchester,ks,jefferson
Winter Harbor,me,hancock
Canaseraga,ny,allegany
Fort Ann,ny,washington
Holly Grove,ar,monroe
Leola,ar,grant
Logan,ks,phillips
Point Arena,ca,mendocino
Qulin,mo,butler
Ansley,ne,custer
Higbee,mo,randolph
Pierron,il,madison
Pierron,il,bond
Richmond,ks,franklin
St Rose,il,clinton
Wolsey,sd,beadle
Allendale,il,wabash
Craigmont,id,lewis
Creedmoor,tx,travis
Danube,mn,renville
Eldorado,oh,preble
Kosse,tx,limestone
Melbourne,ky,campbell
Micro,nc,johnston
Nezperce,id,lewis
Racine,mn,mower
Stacyville,ia,mitchell
Troutville,va,botetourt
Blue River,wi,grant
Camden Point,mo,platte
Cawker City,ks,mitchell
Cinco Bayou,fl,okaloosa
Ehrhardt,sc,bamberg
Hunts Point,wa,king
Johnson,ok,pottawatomie
Lindsey,oh,sandusky
Malcolm,ne,lancaster
McKenney,va,dinwiddie
Nichols,ny,tioga
North Hampton,oh,clark
Rouseville,pa,venango
Runnells,ia,polk
Salemburg,nc,sampson
Aguilar,co,las animas
Argonia,ks,sumner
Broadus,mt,powder river
Fife Lake,mi,grand traverse
Hixton,wi,jackson
Nelson,ne,nuckolls
Perrysville,in,vermillion
St Michael,ak,nome
Aurora,nc,beaufort
Drummond,ok,garfield
Dry Prong,la,grant
Evant,tx,hamilton
Evant,tx,coryell
Galena,mo,stone
Milton,in,wayne
Springfield,sc,orangeburg
Sun River Terrace,il,kankakee
Westfield,me,aroostook
Attapulgus,ga,decatur
Byers,tx,clay
Clifton,ks,washington
Clifton,ks,clay
Coolville,oh,athens
Dalton City,il,moultrie
Jerry City,oh,wood
Lyerly,ga,chattooga
Morgan,tx,bosque
Munnsville,ny,madison
Pineview,ga,wilcox
Pittman Center,tn,sevier
Wyndmere,nd,richland
McCool Junction,ne,york
Summersville,mo,shannon
Summersville,mo,texas
Alberton,mt,mineral
Camargo,il,douglas
Crestview,ky,campbell
Encampment,wy,carbon
Glen Park,ny,jefferson
Hawk Cove,tx,hunt
Honomu,hi,hawaii
Kaneville,il,kane
Mount Auburn,il,christian
North Adams,mi,hillsdale
State Line,ms,wayne
State Line,ms,greene
Caldwell,ar,st. francis
Dushore,pa,sullivan
Fairchild,wi,eau claire
Fletcher,oh,miami
Glenbeulah,wi,sheboygan
Kennard,in,henry
LeRoy,ks,coffey
Pink Hill,nc,lenoir
South Bethany,de,sussex
Thompsonville,mi,benzie
Avon,me,franklin
Bakersville,nc,mitchell
Bruceville,in,knox
Elkhart,il,logan
Forgan,ok,beaver
Fries,va,grayson
Millry,al,washington
Offerman,ga,pierce
Big Water,ut,kane
Gibson,nc,scotland
Gilbert,la,franklin
Grayson,la,caldwell
Hickory Grove,sc,york
Orbisonia,pa,huntingdon
Reddick,fl,marion
Robards,ky,henderson
West Milford,wv,harrison
Windham,vt,windham
Albion,ia,marshall
Coloma,wi,waushara
Floyd,va,floyd
Huttig,ar,union
Meadville,ms,franklin
Millstone,nj,somerset
Peterstown,wv,monroe
Teachey,nc,duplin
Texline,tx,dallam
Three Springs,pa,huntingdon
Westport,ok,pawnee
Arabi,ga,crisp
Buffalo,il,sangamon
De Land,il,piatt
Fossil,or,wheeler
Hayesville,oh,ashland
Ipava,il,fulton
Kiana,ak,northwest arctic
Lake City,tx,san patricio
Parish,ny,oswego
White City,ks,morris
Cornell,il,livingston
Fordsville,ky,ohio
Henry,tn,henry
Landaff,nh,grafton
New Era,mi,oceana
Ridgeside,tn,hamilton
Versailles,il,brown
Waltham,vt,addison
Beacon,ia,mahaska
Briarwood,ky,jefferson
Coalton,oh,jackson
Forkland,al,greene
Granada,co,prowers
Lockhart,al,covington
Sumner,ga,worth
Angus,tx,navarro
Bowersville,ga,hart
Cunningham,ks,kingman
Hanalei,hi,kauai
Kivalina,ak,northwest arctic
Norwich,ks,kingman
Shiloh,nj,cumberland
South Wayne,wi,lafayette
Beals,me,washington
Brushton,ny,franklin
Butte Falls,or,jackson
Calumet,ok,canadian
Cambridge,me,somerset
Copperhill,tn,polk
Emerado,nd,grand forks
Fifty Lakes,mn,crow wing
Greenville,mo,wayne
Kanopolis,ks,ellsworth
Beaver,oh,pike
Brookford,nc,catawba
Kanarraville,ut,iron
Leeds,nd,benson
Mansfield,ga,newton
Platea,pa,erie
Shippenville,pa,clarion
Bay City,wi,pierce
Bolton,ms,hinds
Fairfield,id,camas
Glasco,ks,cloud
Hytop,al,jackson
Klemme,ia,hancock
Lodge Grass,mt,big horn
Michigantown,in,clinton
Oglesby,tx,coryell
Roann,in,wabash
Rosslyn Farms,pa,allegheny
Smyer,tx,hockley
Union Grove,tx,upshur
Vermillion,mn,dakota
Weir,ms,choctaw
Ansonville,nc,anson
Grand View,id,owyhee
Keytesville,mo,chariton
Leicester,ny,livingston
Miltonvale,ks,cloud
Naylor,mo,ripley
Otterville,mo,cooper
Stratton,vt,windham
Aquinnah,ma,dukes
Clintonville,pa,venango
Eskridge,ks,wabaunsee
Hoffman,il,clinton
Little Rock,ia,lyon
Lyons,pa,berks
Mackay,id,custer
Mount Crawford,va,rockingham
Ocheyedan,ia,osceola
Palmer,ne,merrick
Ravenwood,mo,nodaway
Smyrna,me,aroostook
Stillmore,ga,emanuel
Uvalda,ga,montgomery
Wilbur Park,mo,st. louis
Binger,ok,caddo
Forest Hills,ky,jefferson
Friendsville,md,garrett
Hawkeye,ia,fayette
Holden,ut,millard
Ronda,nc,wilkes
Rowlesburg,wv,preston
Society Hill,sc,darlington
St Francis,me,aroostook
Bird City,ks,cheyenne
DISH,tx,denton
Falkner,ms,tippah
Grandview,ia,louisa
Harrisville,mi,alcona
Junction City,la,union
Junction City,la,claiborne
Keota,ok,haskell
Norbourne Estates,ky,jefferson
Norwood,il,peoria
Wiley,co,prowers
Amsterdam,oh,jefferson
Ashton,ia,osceola
Avondale,mo,clay
Baileyton,tn,greene
Blue Springs,ms,union
Cement,ok,caddo
Charleston,ut,wasatch
Cumming,ia,warren
Dillwyn,va,buckingham
Fox Chase,ky,bullitt
Fredonia,pa,mercer
Gateway,ar,benton
Lynd,mn,lyon
Plymouth,il,hancock
Plymouth,il,mcdonough
Ramey,pa,clearfield
River Bluff,ky,oldham
Scales Mound,il,jo daviess
Sturgeon Lake,mn,pine
Tangier,va,accomack
Arlington,ks,reno
Bolivar,pa,westmoreland
Cherry,il,bureau
Columbia,me,washington
Galva,ia,ida
Kennedy,al,lamar
Leigh,ne,colfax
Maunaloa,hi,maui
Pasadena Park,mo,st. louis
Penn,pa,westmoreland
Sheldon,mo,vernon
Tehama,ca,tehama
Westcliffe,co,custer
Beersheba Springs,tn,grundy
Leola,sd,mcpherson
Lohrville,wi,waushara
Lost Nation,ia,clinton
Ludlow,me,aroostook
Paukaa,hi,hawaii
St Paul,or,marion
Tallula,il,menard
Wilson,tx,lynn
Cushman,ar,independence
Gage,ok,ellis
German Valley,il,stephenson
Glen Allen,al,fayette
Glen Allen,al,marion
Leary,tx,bowie
Mayersville,ms,issaquena
Moorland,ky,jefferson
Rudolph,wi,wood
Brighton,ut,salt lake
Carmichaels,pa,greene
Endeavor,wi,marquette
Hampton,fl,bradford
Hampton,ne,hamilton
Lake City,co,hinsdale
Leaf River,il,ogle
Leonardville,ks,riley
New Albin,ia,allamakee
Red Level,al,covington
Thayer,ks,neosho
Wilmot,sd,roberts
Wykoff,mn,fillmore
Arnoldsville,ga,oglethorpe
Bonneau,sc,berkeley
Brunson,sc,hampton
Hudson,wy,fremont
Miltona,mn,douglas
Remsen,ny,oneida
Richfield,id,lincoln
Rush Valley,ut,tooele
Sunrise Beach,mo,morgan
Sunrise Beach,mo,camden
Towanda,il,mclean
Wells River,vt,orange
Allerton,ia,wayne
Arden,de,new castle
Batavia,ia,jefferson
Bryson,tx,jack
Hornbeck,la,vernon
Jackson,nc,northampton
Karnak,il,pulaski
Ropesville,tx,hockley
Sandyfield,nc,columbus
Tamms,il,alexander
Timbercreek Canyon,tx,randall
Tower,mn,st. louis
Williams Creek,in,marion
Badger,mn,roseau
Calion,ar,union
Harrington,wa,lincoln
Hecker,il,st. clair
Hecker,il,monroe
Hunter,ny,greene
Island,ky,mclean
Lamont,ia,buchanan
Marquette,ia,clayton
Otho,ia,webster
Sacramento,ky,mclean
Sorento,il,bond
Sugar Grove,oh,fairfield
Assaria,ks,saline
Beecher City,il,effingham
Brevig Mission,ak,nome
Edgar,ne,clay
Fleming,co,logan
Fort Yukon,ak,yukon-koyukuk
Goldonna,la,natchitoches
Ione,wa,pend oreille
Milan,mn,chippewa
Tionesta,pa,forest
Whigham,ga,grady
Wrenshall,mn,carlton
Bear Creek,wi,outagamie
Cedar Fort,ut,utah
Lisman,al,choctaw
Maupin,or,wasco
Neponset,il,bureau
Ochelata,ok,washington
Plymouth,ut,box elder
Rolling Hills,wy,converse
Rutland,oh,meigs
Springfield,la,livingston
Tyringham,ma,berkshire
Waveland,in,montgomery
Bergman,ar,boone
Bull Creek,mo,taney
Fairview,il,fulton
Lewiston Woodville,nc,bertie
Otter Lake,mi,lapeer
Otter Lake,mi,genesee
Pleasant Groves,al,jackson
Ravenden,ar,lawrence
Sopchoppy,fl,wakulla
Anaktuvuk Pass,ak,north slope
Coalport,pa,clearfield
Hammondville,al,dekalb
Jumpertown,ms,prentiss
Rices Landing,pa,greene
Tangipahoa,la,tangipahoa
Almond,wi,portage
Cement City,mi,lenawee
Cement City,mi,jackson
Crown City,oh,gallia
Eastbrook,me,hancock
Jamesville,nc,martin
Oxford Junction,ia,jones
Portia,ar,lawrence
Rowe,ma,franklin
Santee,ne,knox
Alleman,ia,polk
Bruin,pa,butler
Carrollton,ms,carroll
Cochrane,wi,buffalo
Harrod,oh,allen
Lostant,il,lasalle
Lyman,wa,skagit
Oliver,wi,douglas
Riverside,ny,steuben
Summit,sc,lexington
Bernice,ok,delaware
Brisbin,pa,clearfield
Byromville,ga,dooly
Delbarton,wv,mingo
Edison,oh,morrow
Fair Play,mo,polk
Fisher,mn,polk
Irene,sd,yankton
Irene,sd,turner
Irene,sd,clay
Ranburne,al,cleburne
Schulter,ok,okmulgee
Senecaville,oh,guernsey
Tiger,ga,rabun
Wheeler,or,tillamook
Wickett,tx,ward
Winfield,tx,titus
Avery,tx,red river
Hopewell,il,marshall
Kinde,mi,huron
Lewisville,id,jefferson
Long Branch,pa,washington
Martensdale,ia,warren
Midway,al,bullock
Potwin,ks,butler
Russian Mission,ak,kusilvak
Stockdale,pa,washington
Thornton,tx,limestone
Capon Bridge,wv,hampshire
Delhi,ia,delaware
Dill City,ok,washita
Evening Shade,ar,sharp
Junction City,wi,portage
Lefors,tx,gray
Saltillo,tn,hardin
Arlington,ia,fayette
Fairview,mo,newton
Hallsburg,tx,mclennan
Manalapan,fl,palm beach
Paden,ok,okfuskee
Petersburg,pa,huntingdon
Scotts Mills,or,marion
Stringtown,ok,atoka
Union,wv,monroe
Vanderbilt,pa,fayette
Wainiha,hi,kauai
Burt,ia,kossuth
Corder,mo,lafayette
East Arcadia,nc,bladen
Highland Haven,tx,burnet
Hilda,sc,barnwell
Hoffman,nc,richmond
Lafe,ar,greene
Mapleton,pa,huntingdon
Soso,ms,jones
St Elizabeth,mo,miller
St Joe,in,dekalb
Birdseye,in,dubois
Burkeville,va,nottoway
Deweyville,ut,box elder
Elizabeth,la,allen
Ernest,pa,indiana
Hillsdale,il,rock island
Holton,in,ripley
North Haven,me,knox
St Helena,nc,pender
Stanton,tn,haywood
Wasco,or,sherman
West Jefferson,al,jefferson
Arapahoe,nc,pamlico
Black Sands,hi,hawaii
Centertown,ky,ohio
Ellsinore,mo,carter
Herreid,sd,campbell
Holland Patent,ny,oneida
Martinsville,oh,clinton
Melvin,il,ford
Newport,in,vermillion
Parryville,pa,carbon
Potts Camp,ms,marshall
Webb,ms,tallahatchie
Wilmot,ar,ashley
Almond,ny,steuben
Almond,ny,allegany
Crawford,ms,lowndes
Eastlake,mi,manistee
Emmet,ar,hempstead
Emmet,ar,nevada
Garrett,pa,somerset
Kellogg,mn,wabasha
Leedey,ok,dewey
Linwood,ks,leavenworth
Meadville,mo,linn
Richlawn,ky,jefferson
Spring Valley,oh,greene
West Manchester,oh,preble
Belmont,oh,belmont
Guys,tn,mcnairy
New Strawn,ks,coffey
Sardis,tn,henderson
Stonewall,ok,pontotoc
Whittemore,mi,iosco
Wilkinson,in,hancock
Amber,ok,grady
Bucklin,mo,linn
Clifton,id,franklin
Culdesac,id,nez perce
Hookerton,nc,greene
Macclesfield,nc,edgecombe
New Bloomington,oh,marion
Oklee,mn,red lake
Scotland,tx,archer
St Paul,ak,aleutians west
Tushka,ok,atoka
Weissport,pa,carbon
Benson,il,woodford
Big Stone City,sd,grant
Highland Lake,al,blount
Matewan,wv,mingo
Naplate,il,lasalle
Neshkoro,wi,marquette
Oak Grove Village,mo,franklin
Richmond,oh,jefferson
Vintondale,pa,cambria
Baggs,wy,carbon
Bellefonte,ar,boone
Clarksville,mi,ionia
Depew,ok,creek
Elkmont,al,limestone
Hector,ar,pope
Medicine Park,ok,comanche
Monroe Center,il,ogle
New Auburn,mn,sibley
Newry,me,oxford
Seward,pa,westmoreland
South Mountain,tx,coryell
South Renovo,pa,clinton
Bell Buckle,tn,bedford
Boys Town,ne,douglas
Clarendon,pa,warren
Decatur,ne,burt
Grand Lake,co,grand
Morton,mn,renville
Paw Paw,wv,morgan
Retreat,tx,navarro
Strong,ar,union
Alta Vista,ks,wabaunsee
Buckner,il,franklin
Clarksburg,oh,ross
Fountain,mn,fillmore
Fredericksburg,oh,wayne
Freeburg,mo,osage
Mulberry,ks,crawford
Napier Field,al,dale
Waubun,mn,mahnomen
Amo,in,hendricks
Balmorhea,tx,reeves
DeRuyter,ny,madison
Hickory,ms,newton
Huntsville,oh,logan
Jane Lew,wv,lewis
Miles,ia,jackson
Milford,ks,geary
Spalding,ne,greeley
Spencer,ne,boyd
Waltonville,il,jefferson
Wayland,mo,clark
Bellwood,ne,butler
Centre Island,ny,nassau
Hillsboro,al,lawrence
Ideal,ga,macon
Middleville,ny,herkimer
Prairie City,il,mcdonough
Rockleigh,nj,bergen
Tabor,sd,bon homme
Washburn,mo,barry
Elizabethtown,in,bartholomew
Ewing,mo,lewis
Giltner,ne,hamilton
Keyesport,il,bond
Keyesport,il,clinton
Lafayette,oh,allen
Lattimore,nc,cleveland
Laurel,in,franklin
Lawler,ia,chickasaw
Oak Valley,tx,navarro
Parkerfield,ks,cowley
Saunemin,il,livingston
Shubuta,ms,clarke
Speculator,ny,hamilton
Sweden,me,oxford
Barryton,mi,mecosta
Bayard,ia,guthrie
Bradley,ar,lafayette
Cedar Valley,ok,logan
Chokio,mn,stevens
Eaton,nh,carroll
Elmo,ut,emery
Jupiter Inlet Colony,fl,palm beach
Marion Center,pa,indiana
North Carrollton,ms,carroll
Sigurd,ut,sevier
Whiting,vt,addison
Willshire,oh,van wert
Yantis,tx,wood
Akeley,mn,hubbard
Arbyrd,mo,dunklin
Bonanza,or,klamath
Cross Hill,sc,laurens
Eek,ak,bethel
Glenburn,nd,renville
Hartford,oh,licking
Lomax,il,henderson
Crawford,co,delta
Emerson,ia,mills
Erskine,mn,polk
Essex,mo,stoddard
Estral Beach,mi,monroe
Holyrood,ks,ellsworth
Lingle,wy,goshen
Richland,in,spencer
Stanford,mt,judith basin
Verona,oh,preble
Verona,oh,montgomery
West Elizabeth,pa,allegheny
Between,ga,walton
Birchwood,wi,washburn
Funston,ga,colquitt
Greeley Center,ne,greeley
Maddock,nd,benson
Sadorus,il,champaign
Shiloh,ga,harris
South Vienna,oh,clark
Stapleton,ga,jefferson
Colton,wa,whitman
Finley,nd,steele
Fort Johnson,ny,montgomery
Richburg,ny,allegany
Ringwood,ok,major
Subiaco,ar,logan
Alma,mo,lafayette
Ben Avon Heights,pa,allegheny
Bigfork,mn,itasca
Chattanooga,ok,comanche
Chattanooga,ok,tillman
Dover,ok,kingfisher
Gypsum,ks,saline
Jacksonville,oh,athens
Lewis,ks,edwards
Pleasant City,oh,guernsey
Thackerville,ok,love
Thornton,ia,cerro gordo
Weippe,id,clearwater
Westwood Hills,ks,johnson
Axtell,ks,marshall
Cooperstown,pa,venango
Ekalaka,mt,carter
Industry,il,mcdonough
Kensington,ks,smith
Kingston,mi,tuscola
Marianna,pa,washington
Mildred,tx,navarro
New Haven,il,gallatin
New Haven,il,white
Onekama,mi,manistee
Shuqualak,ms,noxubee
Union,ia,hardin
West Logan,wv,logan
Winn,me,penobscot
Yampa,co,routt
Achille,ok,bryan
Edgewood,il,effingham
Laura,oh,miami
Morristown,ny,st. lawrence
Portage,oh,wood
Bear Creek,tx,hays
Clyman,wi,dodge
Earling,ia,shelby
False Pass,ak,aleutians east
Kingsley,ky,jefferson
Marston,mo,new madrid
Mesick,mi,wexford
Rose Creek,mn,mower
Staley,nc,randolph
Bokoshe,ok,le flore
Chase,ks,rice
Chebeague Island,me,cumberland
Clay,wv,clay
Claypool,in,kosciusko
Melfa,va,accomack
Morrison,co,jefferson
Vail,ia,crawford
Van Buren,oh,hancock
Big Piney,wy,sublette
Caswell Beach,nc,brunswick
Kurten,tx,brazos
Lehigh,ia,webster
Lilesville,nc,anson
Louisville,al,barbour
Oakesdale,wa,whitman
Rayland,oh,jefferson
Wilmar,ar,drew
Big Springs,ne,deuel
Burnsville,wv,braxton
East Duke,ok,jackson
Florence,ks,marion
Grand River,oh,lake
La Barge,wy,lincoln
Mount Pleasant,oh,jefferson
Platte Woods,mo,platte
Pollock,la,grant
Salem,ia,henry
Skellytown,tx,carson
South Heart,nd,stark
Turkey Creek,la,evangeline
Webberville,tx,travis
White Lake,sd,aurora
Yatesville,ga,upson
Beallsville,pa,washington
Eden,id,jerome
Hancock,wi,waushara
Hayti,sd,hamlin
Perrinton,mi,gratiot
Plainfield,ia,bremer
Stow,me,oxford
Ualapue,hi,maui
Calhoun,mo,henry
Columbus City,ia,louisa
Comfrey,mn,cottonwood
Comfrey,mn,brown
Duncan,ne,platte
Farmington,wv,marion
Fromberg,mt,carbon
Gustine,tx,comanche
Hull,il,pike
McVille,nd,nelson
Molena,ga,pike
Sun,la,st. tammany
Washington Park,nc,beaufort
Gamaliel,ky,monroe
Harvey Cedars,nj,ocean
Jenkinsburg,ga,butts
Loomis,ne,phelps
Remer,mn,cass
Reyno,ar,randolph
Wesley,ia,kossuth
Woodland,mi,barry
Burnettsville,in,white
Crystal Lakes,mo,ray
East Carondelet,il,st. clair
Hazel,ky,calloway
Indian Lake,pa,somerset
Milano,tx,milam
Niangua,mo,webster
Noxapater,ms,winston
Peachland,nc,anson
Rosebud,mo,gasconade
Simpson,nc,pitt
Wheatland,in,knox
Williamsburg,ks,franklin
Adams,or,umatilla
Charlotte,ia,clinton
East New Market,md,dorchester
Eustis,ne,frontier
Oakwood,tx,leon
Oakwood,tx,freestone
Orland,in,steuben
Uniontown,wa,whitman
Wayland,ky,floyd
Alvarado,mn,marshall
Bondville,il,champaign
Edna,ks,labette
Greentop,mo,adair
Greentop,mo,schuyler
La Valle,wi,sauk
Mill Village,pa,erie
Ogilvie,mn,kanabec
Bancroft,wv,putnam
Bloxom,va,accomack
Bussey,ia,marion
Casey,ia,guthrie
Casey,ia,adair
College Corner,oh,butler
College Corner,oh,preble
Hustonville,ky,lincoln
Linn,ks,washington
Sandgate,vt,bennington
Tontogany,oh,wood
Urbana,mo,dallas
Clinton,mn,big stone
Colesburg,ia,delaware
Grimesland,nc,pitt
Lorimor,ia,union
Mecosta,mi,mecosta
New Hebron,ms,lawrence
Oacoma,sd,lyman
Oak Grove,ar,carroll
Strong City,ks,chase
Wapanucka,ok,johnston
Fountain,nc,pitt
Mesa,wa,franklin
Middlefield,ma,hampshire
Midville,ga,burke
Mowrystown,oh,highland
New Market,ia,taylor
Powers Lake,nd,burke
Shorter,al,macon
Spillville,ia,winneshiek
Alexandria,pa,huntingdon
Greeleyville,sc,williamsburg
Herman,mn,grant
Junior,wv,barbour
Lockhart,sc,union
McGregor,mn,aitkin
Rolla,ks,morton
Rome,pa,bradford
San Patricio,tx,san patricio
Saxman,ak,ketchikan gateway
Silo,ok,bryan
South Heights,pa,beaver
Unity,wi,clark
Unity,wi,marathon
Willow River,mn,pine
Woodland,mn,hennepin
Amherst Junction,wi,portage
Barnhill,oh,tuscarawas
Blum,tx,hill
Brady,ne,lincoln
