City,State,County
Panama,IL,bond
Panama,IL,montgomery
Pierson,IA,woodbury
Sanctuary,TX,parker
Tribbey,OK,pottawatomie
Brainard,NE,butler
Bridge Creek,OK,grady
Bryce Canyon City,UT,garfield
Clarkedale,AR,crittenden
Maribel,WI,manitowoc
Martin,GA,stephens
Martin,GA,franklin
Nordheim,TX,dewitt
Sadler,TX,grayson
St Petersburg,PA,clarion
Cambridge,ID,washington
Delanson,NY,schenectady
Donahue,IA,scott
Fort Coffee,OK,le flore
Gary City,TX,panola
Greens Fork,IN,wayne
Mooreland,IN,henry
Portage Des Sioux,MO,st. charles
Stantonville,TN,mcnairy
West Liberty,PA,butler
Applewold,PA,armstrong
Bronwood,GA,terrell
Bunceton,MO,cooper
Calumet,MN,itasca
Castorland,NY,lewis
Elderton,PA,armstrong
Liberty,TN,dekalb
Lowry,MN,pope
Martinton,IL,iroquois
New Canton,IL,pike
Scottsville,TX,harrison
Terril,IA,dickinson
Vera,OK,washington
Gilbert,WV,mingo
Latham,IL,logan
Montross,VA,westmoreland
Newburg,MO,phelps
Platte Center,NE,platte
South Mansfield,LA,de soto
Sunburst,MT,toole
Bishop,GA,oconee
Clyde Park,MT,park
Hunter,ND,cass
Katie,OK,garvin
Lucas,KS,russell
Luther,MI,lake
Petersburg,NE,boone
Reklaw,TX,cherokee
Reklaw,TX,rusk
Spring Grove,IN,wayne
Waltham,ME,hancock
Wilmont,MN,nobles
Askov,MN,pine
Brule,NE,keith
Burdett,NY,schuyler
Colome,SD,tripp
Hawkins,WI,rusk
Mantoloking,NJ,ocean
Max,ND,mclean
Sulphur Springs,IN,henry
Arley,AL,winston
Deer Creek,MN,otter tail
Dutton,AL,jackson
Fairfield,NE,clay
Grey Eagle,MN,todd
Holloway,OH,belmont
Jamestown,MO,moniteau
New Galilee,PA,beaver
Schellsburg,PA,bedford
Twin Bridges,MT,madison
Varnado,LA,washington
Wilcox,NE,kearney
Elberta,MI,benzie
Gilman City,MO,harrison
Gilman City,MO,daviess
Mahaffey,PA,clearfield
Middletown,IL,logan
Morven,NC,anson
Orestes,IN,madison
Pennington,AL,choctaw
Plato,MN,mcleod
Riverside,WA,okanogan
Salley,SC,aiken
Savannah,OH,ashland
Sigel,IL,shelby
South Solon,OH,madison
Trimble,OH,athens
Arthur,ND,cass
Conesville,OH,coshocton
Donalds,SC,abbeville
Ellis Grove,IL,randolph
Randolph,NH,coos
Shidler,OK,osage
Vernon Center,MN,blue earth
Wharton,OH,wyandot
Ambrose,GA,coffee
Bunn,NC,franklin
Calypso,NC,duplin
Creighton,MO,cass
Dustin,OK,hughes
Lake View,AR,phillips
Orient,IL,franklin
Rock Springs,WI,sauk
Sharpsburg,GA,coweta
Tupelo,OK,coal
Vicco,KY,perry
Vicco,KY,knott
Berrysburg,PA,dauphin
Clarence,LA,natchitoches
Irondale,OH,jefferson
Leasburg,MO,crawford
Mansfield,WA,douglas
Meshoppen,PA,wyoming
New Home,TX,lynn
Rose City,TX,orange
Swanville,MN,morrison
Swanville,MN,todd
Thomaston,AL,marengo
Townville,PA,crawford
Trenton,KY,todd
Waldo,OH,marion
Wheeler,WI,dunn
Bellflower,MO,montgomery
Grays Prairie,TX,kaufman
Hume,IL,edgar
Kaw City,OK,kay
Kawela Bay,HI,honolulu
Minburn,IA,dallas
Portland,AR,ashley
Ramer,TN,mcnairy
Rose Hill Acres,TX,hardin
Sand City,CA,monterey
Snydertown,PA,northumberland
Vina,AL,franklin
West Harrison,IN,dearborn
Winter,WI,sawyer
Dexter,MN,mower
Falcon,NC,cumberland
Falcon,NC,sampson
Greenwood,IL,mchenry
Hunters Hollow,KY,bullitt
Iron Gate,VA,alleghany
Meadow Bridge,WV,fayette
South Haven,KS,sumner
Stovall,NC,granville
Bicknell,UT,wayne
Cameron,OK,le flore
Flat Rock,IL,crawford
Mason,IL,effingham
Sanborn,MN,redwood
St Thomas,ND,pembina
Adelphi,OH,ross
Blanca,CO,costilla
Brooker,FL,bradford
Grainfield,KS,gove
McClusky,ND,sheridan
Montgomery,MI,hillsdale
Mystic,IA,appanoose
Nelson,WI,buffalo
Peterson,IA,clay
St John,ND,rolette
St Peter,IL,fayette
Bloomburg,TX,cass
Callisburg,TX,cooke
Carlisle,SC,union
Freeport,OH,harrison
Gagetown,MI,tuscola
Gallatin,TX,cherokee
Hartland,MN,freeborn
Mud Lake,ID,jefferson
Seatonville,IL,bureau
Shiloh,AL,dekalb
Stickney,SD,aurora
Bowler,WI,shawano
Clearwater,NE,antelope
Danbury,IA,woodbury
Friesland,WI,columbia
Hanaford,IL,franklin
Meadow,UT,millard
Mountain Park,OK,kiowa
Neeses,SC,orangeburg
Phillips,NE,hamilton
Sadieville,KY,scott
Silver Creek,NE,merrick
Alexander,ND,mckenzie
Alto Pass,IL,union
Beaverdam,OH,allen
Bentonia,MS,yazoo
Cook,NE,johnson
Corsica,PA,jefferson
Cove,AR,polk
Davenport,NE,thayer
Irwin,IA,shelby
Maynard,MN,chippewa
Mentone,AL,dekalb
New Point,IN,decatur
Sawyer,ND,ward
Tira,TX,hopkins
Warren City,TX,gregg
Warren City,TX,upshur
Alma,IL,marion
Almira,WA,lincoln
Enola,AR,faulkner
Lynchburg,SC,lee
Malden,IL,bureau
Neelyville,MO,butler
Purcell,MO,jasper
Vandalia,MI,cass
Wallace,NE,lincoln
Amboy,IN,miami
Beaux Arts Village,WA,king
Coalton,IL,montgomery
Cumberland,OH,guernsey
Eldorado,OK,jackson
Fanshawe,OK,latimer
Fanshawe,OK,le flore
Fayetteville,OH,brown
Fort Supply,OK,woodward
Hartsville,IN,bartholomew
Hope,KS,dickinson
Kermit,WV,mingo
Mize,MS,smith
Sportsmen Acres,OK,mayes
Turkey,TX,hall
Twin Groves,AR,faulkner
Veblen,SD,marshall
Barton Hills,MI,washtenaw
Broadlands,IL,champaign
Campton,KY,wolfe
Casnovia,MI,muskegon
Casnovia,MI,kent
Gaastra,MI,iron
La Crosse,FL,alachua
Manns Choice,PA,bedford
Maytown,AL,jefferson
Westwood,MO,st. louis
Bethune,SC,kershaw
Eagle Nest,NM,colfax
Harrisburg,OH,pickaway
Harrisburg,OH,franklin
Leakey,TX,real
Olney Springs,CO,crowley
Tunnelhill,PA,cambria
Tunnelhill,PA,blair
Baldwin,IL,randolph
Burlington,WY,big horn
Centerport,PA,berks
Higgston,GA,montgomery
Laporte,PA,sullivan
Mitchell Heights,WV,logan
Pattonsburg,MO,daviess
Perry,IL,pike
Ridgeway,OH,hardin
Ridgeway,OH,logan
Sibley,MO,jackson
Beulah,MI,benzie
Cumberland Gap,TN,claiborne
Eubank,KY,pulaski
Eubank,KY,lincoln
Eureka,TX,navarro
Floyd,IA,floyd
Gridley,KS,coffey
Lee,IL,dekalb
Lee,IL,lee
McCausland,IA,scott
McLain,MS,greene
Orchard,TX,fort bend
Ruma,IL,randolph
Seven Devils,NC,watauga
Seven Devils,NC,avery
Belleville,AR,yell
Easton,IL,mason
Endicott,WA,whitman
Fargo,OK,ellis
Fisk,MO,butler
Fort Atkinson,IA,winneshiek
Glendale,UT,kane
Hillrose,CO,morgan
Iron City,GA,seminole
Ivor,VA,southampton
Koyuk,AK,nome
Lodgepole,NE,cheyenne
Nickerson,NE,dodge
Rentz,GA,laurens
Rocky Ridge,OH,ottawa
St Martin,MN,stearns
Uplands Park,MO,st. louis
Agra,OK,lincoln
Clayton,MI,lenawee
County Line,AL,blount
County Line,AL,jefferson
Hop Bottom,PA,susquehanna
Hudson,SD,lincoln
Iola,TX,grimes
Kenney,IL,de witt
Lawn,TX,taylor
Madison,NY,madison
Mount Clare,IL,macoupin
Sidon,MS,leflore
Wakita,OK,grant
Waverly,KY,union
Armington,IL,tazewell
Canton,MN,fillmore
Grand Beach,MI,berrien
Granville,IA,sioux
Green Camp,OH,marion
Hiltonia,GA,screven
Hunker,PA,westmoreland
Kampsville,IL,calhoun
Maalaea,HI,maui
Nazareth,TX,castro
New Canada,ME,aroostook
Patterson,AR,woodruff
Polk,OH,ashland
Stratton,NE,hitchcock
Waco,NC,cleveland
Wardell,MO,pemiscot
Belle Rive,IL,jefferson
Calvin,OK,hughes
Campbell Hill,IL,jackson
Darrouzett,TX,lipscomb
De Soto,WI,vernon
De Soto,WI,crawford
Fabius,NY,onondaga
Flemington,WV,taylor
Hulett,WY,crook
Johnson,NE,nemaha
Lowell,WI,dodge
Meeteetse,WY,park
New Richmond,IN,montgomery
New Ross,IN,montgomery
Pinehurst,GA,dooly
Saddlebrooke,MO,christian
Saddlebrooke,MO,taney
Saltillo,PA,huntingdon
St Mary,MO,ste. genevieve
Turon,KS,reno
Wolverine,MI,cheboygan
Brownsboro Village,KY,jefferson
Gilbertsville,NY,otsego
Hollandale,MN,freeborn
Ludlow,IL,champaign
Manila,UT,daggett
Port Jefferson,OH,shelby
Ransom,IL,lasalle
Tetonia,ID,teton
West Okoboji,IA,dickinson
Buckman,MN,morrison
Eau Claire,PA,butler
Emery,UT,emery
Kellnersville,WI,manitowoc
Midland,OH,clinton
Ruby,SC,chesterfield
Trinidad,CA,humboldt
Williams,IA,hamilton
Beaverville,IL,iroquois
Bemus Point,NY,chautauqua
Crowder,OK,pittsburg
Cuba,AL,sumter
Dummer,NH,coos
Gillsville,GA,banks
Gillsville,GA,hall
Hamilton,NC,martin
Hollandale,WI,iowa
Michiana Shores,IN,laporte
Murdock,MN,swift
Nightmute,AK,bethel
Osgood,OH,darke
Russellville,IN,putnam
Snow Lake Shores,MS,benton
Aquilla,OH,geauga
Arpin,WI,wood
Biggers,AR,randolph
Boone,CO,pueblo
Cape May Point,NJ,cape may
Casar,NC,cleveland
Claremont,VA,surry
Creekside,KY,jefferson
Cumberland City,TN,stewart
Cyrus,MN,pope
Diggins,MO,webster
Fertile,IA,worth
Fillmore,IL,montgomery
Fredonia (Biscoe),AR,prairie
Fredonia,AR,prairie
Grady,AR,lincoln
Iredell,TX,bosque
Laclede,MO,linn
Lincoln,MI,alcona
Long Pine,NE,brown
Seminary,MS,covington
Woodland,GA,talbot
Arcola,MS,washington
Artesia,MS,lowndes
Bronson,KS,bourbon
Forest,LA,west carroll
Huslia,AK,yukon-koyukuk
Kelley,IA,story
Middle River,MN,marshall
Rushville,OH,fairfield
Tullos,LA,winn
Tullos,LA,la salle
Ceylon,MN,martin
Deer Park,MD,garrett
Dutton,MT,teton
Forest Hills,NC,jackson
Fulton,IN,fulton
Goose Creek,KY,jefferson
Hyden,KY,leslie
Ney,OH,defiance
Norman,AR,montgomery
Woodburn,KY,warren
Alberta,VA,brunswick
Bison,SD,perkins
Bode,IA,humboldt
Boydton,VA,mecklenburg
Delphos,KS,ottawa
Fayetteville,IL,st. clair
Mingo,IA,jasper
Natoma,KS,osborne
Oakdale,WI,monroe
Parker,ID,fremont
Romeo,CO,conejos
Avant,OK,osage
Boligee,AL,greene
Bowbells,ND,burke
Caryville,FL,washington
Cedar Hill,TN,robertson
Cedar Rock,NC,caldwell
Enon Valley,PA,lawrence
Granville,VT,addison
Grubbs,AR,jackson
Lamont,OK,grant
Loganville,WI,sauk
Luana,IA,clayton
McGrath,AK,yukon-koyukuk
Millport,NY,chemung
Nashua,MT,valley
Ocean Breeze,FL,martin
Rosser,TX,kaufman
Scotia,NE,greeley
Wellsville,PA,york
Biggsville,IL,henderson
Chancellor,SD,turner
Clifford,MI,lapeer
Dennysville,ME,washington
Downing,MO,schuyler
Eastville,VA,northampton
Ewing,IL,franklin
Hedgesville,WV,berkeley
Keysville,GA,burke
Kitzmiller,MD,garrett
Loraine,IL,adams
Saginaw,MO,newton
Stoystown,PA,somerset
Willisburg,KY,washington
Bancroft,ID,caribou
Druid Hills,KY,jefferson
Hamilton,WA,skagit
Laketown,UT,rich
Oakley,MI,saginaw
Daisytown,PA,cambria
Errol,NH,coos
Manlius,IL,bureau
Burton,TX,washington
Centertown,TN,warren
LaCrosse,WA,whitman
Mannsville,NY,jefferson
Northport,WA,stevens
Persia,IA,harrison
Sheldahl,IA,story
Sheldahl,IA,polk
Sheldahl,IA,boone
Wallaceton,PA,clearfield
Alma,CO,park
Atalissa,IA,muscatine
Atkinson,NC,pender
Branch,AR,franklin
Burbank,OH,wayne
Cuyuna,MN,crow wing
Kane,IL,greene
Lester,IA,lyon
Lyon,MS,coahoma
Monroe,NE,platte
North Hodge,LA,jackson
Otis,KS,rush
Roque Bluffs,ME,washington
Tunnelton,WV,preston
Unadilla,NE,otoe
Waco,NE,york
Winkelman,AZ,gila
Winkelman,AZ,pinal
Bunker,MO,reynolds
Bunker,MO,dent
Dakota,MN,winona
Finlayson,MN,pine
Gunnison,MS,bolivar
Rhine,GA,dodge
Salix,IA,woodbury
Trent,TX,taylor
Bronson,IA,woodbury
Clarksville,NH,coos
Courtland,KS,republic
Dodson,LA,winn
East Lynne,MO,cass
Gordon,AL,houston
Hackensack,MN,cass
Palisade,NE,hayes
Palisade,NE,hitchcock
Spring Mill,KY,jefferson
Caswell,ME,aroostook
Colt,AR,st. francis
Constableville,NY,lewis
Cove Neck,NY,nassau
Dixie Inn,LA,webster
Dresden,NY,yates
Eakly,OK,caddo
Emerson,AR,columbia
McEwensville,PA,northumberland
Mill Creek,OK,johnston
Mitchellville,AR,desha
Mooresboro,NC,cleveland
Port Hope,MI,huron
Reserve,NM,catron
Rock City,IL,stephenson
Royal,IL,champaign
Springfield,ME,penobscot
Uniontown,KS,bourbon
Curtiss,WI,clark
Drake,ND,mchenry
Easton,NH,grafton
Iroquois,SD,kingsbury
Iroquois,SD,beadle
Le Raysville,PA,bradford
LeRaysville,PA,bradford
Lynnville,TN,giles
Pillow,PA,dauphin
Bear Creek Village,PA,luzerne
Belview,MN,redwood
Brewster,KS,thomas
Chilhowee,MO,johnson
Granada,MN,martin
Haworth,OK,mccurtain
Kimballton,IA,audubon
Kistler,PA,mifflin
Liscomb,IA,marshall
Northmoor,MO,platte
Prague,NE,saunders
Sylvan Grove,KS,lincoln
Cincinnati,IA,appanoose
Kingston,MO,caldwell
Newington,GA,screven
Nichols,WI,outagamie
North Miami,OK,ottawa
Wallsburg,UT,wasatch
Argyle,NY,washington
Beauregard,MS,copiah
Bellevue,TX,clay
Blue Eye,MO,stone
Chauncey,GA,dodge
Coupland,TX,williamson
East Cape Girardeau,IL,alexander
Garland,TN,tipton
Hendrum,MN,norman
Leavenworth,IN,crawford
Norway,SC,orangeburg
Prattsville,AR,grant
Randlett,OK,cotton
Virgil,IL,kane
Blevins,AR,hempstead
Bristol,SD,day
Chambers,NE,holt
Creekside,PA,indiana
Delight,AR,pike
Joseph,UT,sevier
Kempton,IN,tipton
Kendrick,ID,latah
Longton,KS,elk
McLemoresville,TN,carroll
Quenemo,KS,osage
Rico,CO,dolores
Sibley,IL,ford
Skyline,MN,blue earth
Summit,SD,roberts
Taloga,OK,dewey
Carytown,MO,jasper
Cleo Springs,OK,major
Lake Angelus,MI,oakland
Meadow Grove,NE,madison
Meridian,NY,cayuga
Poynor,TX,henderson
Sasser,GA,terrell
Wilton,AR,little river
Woodstock,OH,champaign
Betterton,MD,kent
Butte,NE,boyd
Carolina,AL,covington
Cashion Community,TX,wichita
Edwardsport,IN,knox
Hanover,ME,oxford
New Riegel,OH,seneca
Newsoms,VA,southampton
Pakala Village,HI,kauai
Risco,MO,new madrid
Toccopola,MS,pontotoc
Vaughn,NM,guadalupe
Woodbury,PA,bedford
Dozier,AL,crenshaw
Kinta,OK,haskell
Midwest,WY,natrona
Mill Creek,PA,huntingdon
Morganton,GA,fannin
Olmsted,IL,pulaski
Sherwood,MI,branch
West Sullivan,MO,crawford
Westside,IA,crawford
Cecil,GA,cook
Centertown,MO,cole
Dalton,NE,cheyenne
Dietrich,ID,lincoln
Parkers Crossroads,TN,henderson
Raleigh,IL,saline
Arcadia,NE,valley
Brodnax,VA,brunswick
Brodnax,VA,mecklenburg
Cainsville,MO,harrison
Granjeno,TX,hidalgo
Hume,MO,bates
Junction City,MO,madison
Kaktovik,AK,north slope
Langford,SD,marshall
Lindsay,NE,platte
Little York,IL,warren
Marengo,OH,morrow
Universal,IN,vermillion
Weston,TX,collin
Arnegard,ND,mckenzie
Bazine,KS,ness
Bennington,OK,bryan
Blue Springs,NE,gage
Lore City,OH,guernsey
Lytton,IA,sac
Lytton,IA,calhoun
Mount Calm,TX,hill
Nebo,IL,pike
Wilmot,OH,stark
Bruning,NE,thayer
Bureau Junction,IL,bureau
Burlington,MI,calhoun
Carbon,TX,eastland
Channing,TX,hartley
Gackle,ND,logan
Kennebec,SD,lyman
Kingston,WI,green lake
Kukuihaele,HI,hawaii
Lac La Belle,WI,waukesha
Lac La Belle,WI,jefferson
Linneus,MO,linn
Merino,CO,logan
Rienzi,MS,alcorn
Spartansburg,PA,crawford
West Burke,VT,caledonia
Wildwood,KY,jefferson
Winslow,IL,stephenson
Beaver Creek,MN,rock
Cash,AR,craighead
Clarington,OH,monroe
Doylestown,WI,columbia
Hadar,NE,pierce
Jennings,OK,pawnee
McConnells,SC,york
Richburg,SC,chester
Spangle,WA,spokane
Terral,OK,jefferson
Athalia,OH,lawrence
Bath,IL,mason
Bowlus,MN,morrison
Chandler,MN,murray
Eitzen,MN,houston
Glen Echo,MD,montgomery
Gracemont,OK,caddo
Norwood,LA,east feliciana
Sorrento,ME,hancock
Wanette,OK,pottawatomie
Wheatley,AR,st. francis
Williamsville,MO,wayne
Bowers,DE,kent
Clearfield,IA,taylor
Clearfield,IA,ringgold
Franklin,PA,cambria
Henrietta,MO,ray
Lower Kalskag,AK,bethel
Port Clinton,PA,schuylkill
Sumner,MS,tallahatchie
Taylor Landing,TX,jefferson
Columbia,LA,caldwell
Cranfills Gap,TX,bosque
Crawfordsville,IA,washington
Georgetown,LA,grant
Harrisonburg,LA,catahoula
Howardville,MO,new madrid
Lake Lafayette,MO,lafayette
Lakeview Heights,KY,rowan
Magnolia,DE,kent
Maharishi Vedic City,IA,jefferson
Millbrook,IL,kendall
Momeyer,NC,nash
Orange,NH,grafton
Reynolds,ND,traill
Reynolds,ND,grand forks
Wheatland,MO,hickory
Arrowsmith,IL,mclean
Atqasuk,AK,north slope
Bramwell,WV,mercer
Chesterhill,OH,morgan
Climax,GA,decatur
Duncan,MS,bolivar
Finger,TN,mcnairy
Hysham,MT,treasure
Keyes,OK,cimarron
Maitland,MO,holt
Oakdale,NE,antelope
Plummer,MN,red lake
Rattan,OK,pushmataha
Toms Brook,VA,shenandoah
Vesta,MN,redwood
Bayside,TX,refugio
Berkey,OH,lucas
Donaldson,AR,hot spring
Eagleville,MO,harrison
Hedley,TX,donley
Hindsboro,IL,douglas
Indiahoma,OK,comanche
Louin,MS,jasper
McNabb,IL,putnam
New Holland,IL,logan
Owendale,MI,huron
Rennert,NC,robeson
Ridgeway,IA,winneshiek
Sims,NC,wilson
Valley Grove,WV,ohio
Ambler,AK,northwest arctic
Blakesburg,IA,wapello
Collinston,LA,morehouse
Compton,IL,lee
Cornish,UT,cache
Elliott,IL,ford
Ironton,WI,sauk
Lead Hill,AR,boone
Libertyville,IA,jefferson
Marshall,IN,parke
Menifee,AR,conway
Omer,MI,arenac
St Marks,FL,wakulla
Sterling,UT,sanpete
Taneyville,MO,taney
Bradshaw,NE,york
Brocton,IL,edgar
Dannebrog,NE,howard
Everton,MO,dade
Greeley,KS,anderson
Hammond,NY,st. lawrence
Lake Ann,MI,benzie
Larwill,IN,whitley
Modale,IA,harrison
Morgans Point,TX,harris
Nerstrand,MN,rice
Nesbitt,TX,harrison
Portage,UT,box elder
Radisson,WI,sawyer
St Charles,KY,hopkins
St Hilaire,MN,pennington
Auburntown,TN,cannon
Benton Ridge,OH,hancock
Burkettsville,OH,darke
Burkettsville,OH,mercer
Campbell,NE,franklin
Chunky,MS,newton
Custer,MI,mason
Drummond,MT,granite
Epes,AL,sumter
Hope,ND,steele
Kennard,TX,houston
Lawrence,NE,nuckolls
Lehigh,OK,coal
Lenapah,OK,nowata
McFarland,KS,wabaunsee
Metaline Falls,WA,pend oreille
Moscow,KS,stevens
Newcastle,NE,dixon
Painter,VA,accomack
Rosemont,MD,frederick
Rosston,AR,nevada
Shungnak,AK,northwest arctic
Stockport,IA,van buren
Whittier,AK,valdez-cordova
Bainville,MT,roosevelt
Farmersburg,IA,clayton
Fenton,IA,kossuth
Gladstone,ND,stark
Harrisburg,MO,boone
Lisbon,IL,kendall
Marble Rock,IA,floyd
Milledgeville,TN,hardin
Milledgeville,TN,chester
Milledgeville,TN,mcnairy
Mindenmines,MO,barton
Ovid,CO,sedgwick
Plainville,IL,adams
Rhodes,IA,marshall
Uniondale,IN,wells
Augusta,MO,st. charles
Bartley,NE,red willow
Bradfordsville,KY,marion
Braggs,OK,muskogee
Casstown,OH,miami
Chester,TX,tyler
East Haven,VT,essex
Malcom,IA,poweshiek
Murdock,NE,cass
Nehalem,OR,tillamook
Posen,MI,presque isle
Rowley,IA,buchanan
Toone,TN,hardeman
Tustin,MI,osceola
Vienna,MD,dorchester
Bertram,IA,linn
Bloomingdale,IN,parke
Bonnieville,KY,hart
East Gillespie,IL,macoupin
Goshen,AL,pike
Harpers Ferry,WV,jefferson
Holland,IA,grundy
Midway,OH,madison
Protivin,IA,howard
Protivin,IA,chickasaw
Roscoe,SD,edmunds
Schneider,IN,lake
Stilesville,IN,hendricks
Tracy,MO,platte
Wardensville,WV,hardy
Bald Head Island,NC,brunswick
Cherry Tree,PA,indiana
Cruger,MS,holmes
Dellroy,OH,carroll
Fowlerton,IN,grant
Freeman Spur,IL,williamson
Freeman Spur,IL,franklin
Hall Summit,LA,red river
Hallam,NE,lancaster
Hobgood,NC,halifax
Industry,TX,austin
Milladore,WI,wood
Milladore,WI,portage
Palisades,TX,randall
Pocahontas,VA,tazewell
Pollocksville,NC,jones
Pope,MS,panola
Rufus,OR,sherman
Sawyerville,IL,macoupin
Strawberry,AR,lawrence
Switz City,IN,greene
Tower City,ND,barnes
Tower City,ND,cass
Victoria,IL,knox
Cofield,NC,hertford
Delaware,OK,nowata
Dublin,NC,bladen
Elco,PA,washington
Gatesville,NC,gates
Kidder,MO,caldwell
Kiron,IA,crawford
Lakota,IA,kossuth
Macedonia,IA,pottawattamie
Magnetic Springs,OH,union
Oaks,OK,cherokee
Oaks,OK,delaware
Puako,HI,hawaii
Stapleton,NE,logan
Stratton,OH,jefferson
Unionville,PA,centre
Yale,IA,guthrie
Cedar Point,IL,lasalle
Corwith,IA,hancock
Haugen,WI,barron
Henderson,IL,knox
Kensington,MN,douglas
Kingston Mines,IL,peoria
Meansville,GA,pike
Oak City,NC,martin
Patrick,SC,chesterfield
Ralston,OK,pawnee
Ridgeway,SC,fairfield
Sebastopol,MS,scott
Sebastopol,MS,leake
Utica,MN,winona
Wagon Mound,NM,mora
Auburn,IA,sac
Barstow,TX,ward
Everest,KS,brown
Farley,MO,platte
Hodges,AL,franklin
Ivesdale,IL,piatt
Ivesdale,IL,champaign
Kilbourne,IL,mason
Langston,AL,jackson
Madrid,AL,houston
Manchester,IL,scott
Maurice,IA,sioux
Saline,LA,bienville
Tescott,KS,ottawa
Ackerly,TX,martin
Ackerly,TX,dawson
Arlington,KY,carlisle
Castalia,NC,nash
Cobalt,MO,madison
Colony,AL,cullman
Delta,IA,keokuk
Flatwoods,WV,braxton
Freeborn,MN,freeborn
Greensboro,PA,greene
Harcourt,IA,webster
Hornsby,TN,hardeman
Horseshoe Lake,AR,crittenden
Industry,CA,los angeles
Medina,ND,stutsman
Pulaski,IA,davis
Steamboat Rock,IA,hardin
Warfield,KY,martin
Woodville,GA,greene
Backus,MN,cass
Carbon,IN,clay
Carlton,GA,madison
Clatonia,NE,gage
Coffeeville,AL,clarke
De Tour Village,MI,chippewa
Gonvick,MN,clearwater
Graham,GA,appling
Hoskins,NE,wayne
Kinloch,MO,st. louis
Mecca,IN,parke
Mercer,MO,mercer
Michigan City,ND,nelson
Pine Ridge,AL,dekalb
Poyen,AR,grant
Roseland,NE,adams
Wilton,MN,beltrami
Allerton,IL,vermilion
Allerton,IL,champaign
Clay Center,OH,ottawa
Dunfermline,IL,fulton
Guildhall,VT,essex
Harpers Ferry,IA,allamakee
Hartsburg,IL,logan
Maywood,NE,frontier
Perry,AR,perry
Prairie Home,MO,cooper
Rockport,KY,ohio
Walcott,ND,richland
White Lake,WI,langlade
Windsor,NH,hillsborough
Bowersville,OH,greene
Covington,TX,hill
East Germantown,IN,wayne
Mapleton,IL,peoria
Sheldon,WI,rusk
Stoneham,ME,oxford
Westville,FL,holmes
Chapman,NE,merrick
Elk City,KS,montgomery
Glenvil,NE,clay
Grinnell,KS,gove
Le Roy,MI,osceola
Odell,NE,gage
Ransom,KS,ness
Addieville,IL,washington
Boones Mill,VA,franklin
Chataignier,LA,evangeline
Fallston,PA,beaver
Hanston,KS,hodgeman
Irwin,ID,bonneville
Lyman,NE,scotts bluff
Milroy,MN,redwood
Newburg,WV,preston
Rutland,IL,lasalle
Straughn,IN,henry
Sugar City,CO,crowley
Westfir,OR,lane
Angie,LA,washington
Blackwell,TX,nolan
Blackwell,TX,coke
Bliss,ID,gooding
Bonesteel,SD,gregory
Breckenridge,MO,caldwell
Emmett,MI,st. clair
Franklin,NY,delaware
Goodnews Bay,AK,bethel
Kelliher,MN,beltrami
Lu Verne,IA,humboldt
Lu Verne,IA,kossuth
Lueders,TX,shackelford
Lueders,TX,jones
Lynn,AR,lawrence
Rewey,WI,iowa
Ridgeland,WI,dunn
Scranton,ND,bowman
Talala,OK,rogers
Texhoma,TX,sherman
Waldo,AL,talladega
Creede,CO,mineral
Dungannon,VA,scott
Garfield,GA,emanuel
Gifford,SC,hampton
Iaeger,WV,mcdowell
Jenera,OH,hancock
Kensett,IA,worth
Mallard,IA,palo alto
Maxwell,NE,lincoln
Perla,AR,hot spring
Progreso Lakes,TX,hidalgo
Red Cliff,CO,eagle
Sanford,AL,covington
Talmo,GA,jackson
Wachapreague,VA,accomack
Almyra,AR,arkansas
Berger,MO,franklin
Davenport,ND,cass
Ellicottville,NY,cattaraugus
French Camp,MS,choctaw
Glen Campbell,PA,indiana
Henry,SD,codington
Jamestown,CO,boulder
Kelleys Island,OH,erie
Leamington,UT,millard
Magnolia,IL,putnam
McClure,IL,alexander
Railroad,PA,york
Vernon,UT,tooele
Ardentown,DE,new castle
Arona,PA,westmoreland
Braden,TN,fayette
Donnelsville,OH,clark
Farber,MO,audrain
Golf,FL,palm beach
Hornick,IA,woodbury
Hundred,WV,wetzel
Kit Carson,CO,cheyenne
Plumville,PA,indiana
Rangerville,TX,cameron
Richland,TX,navarro
Willow Lake,SD,clark
Anderson,AL,lauderdale
Arcadia,KS,crawford
Carson,ND,grant
Cisco,IL,piatt
Clark,MO,randolph
Clark,MO,boone
Clarksburg,MO,moniteau
Etowah,AR,mississippi
Garden City,CO,weld
Lake Wilson,MN,murray
Lodi,NY,seneca
North Loup,NE,valley
Roosevelt,OK,kiowa
Snyder,NE,dodge
Tarlton,OH,pickaway
Tarlton,OH,fairfield
Thompson,PA,susquehanna
Amity,ME,aroostook
Chidester,AR,ouachita
Crystal Lake,IA,hancock
Jefferson,PA,greene
New Ringgold,PA,schuylkill
Rensselaer,MO,ralls
Rowesville,SC,orangeburg
Somerville,IN,gibson
Worley,ID,kootenai
Georgetown,MS,copiah
Hayward,MN,freeborn
Ingalls,KS,gray
Milburn,OK,johnston
Pitts,GA,wilcox
Shady Dale,GA,jasper
Sumner,NE,dawson
Taylorsville,GA,bartow
Taylorsville,GA,polk
Youngstown,PA,westmoreland
Callao,MO,macon
Copeland,KS,gray
Cumberland,IA,cass
Dendron,VA,surry
Donovan,IL,iroquois
Gans,OK,sequoyah
Goltry,OK,alfalfa
Hartleton,PA,union
Hewitt,MN,todd
Highland Park,FL,polk
Lucky,LA,bienville
